Negara	Region	Tahun	AHH	CO2
Jerman	Eropa	2020	81	600.8
Jerman	Eropa	2021	81.5	628.9
Ukraina	Eropa	2010	70.8	288.7
Ukraina	Eropa	2011	71.5	303.2
Ukraina	Eropa	2012	71.6	299.1
Ukraina	Eropa	2013	71.8	286.5
Ukraina	Eropa	2014	71.7	246.8
Ukraina	Eropa	2015	72.5	195.1
Ukraina	Eropa	2016	72.9	215.6
Ukraina	Eropa	2017	73.8	187.9
Ukraina	Eropa	2018	73.9	198.7
Ukraina	Eropa	2019	73.8	185.5
Ukraina	Eropa	2020	73.2	172.9
Ukraina	Eropa	2021	74.1	167.9
Argentina	Amerika	2010	75.9	167.1
Argentina	Amerika	2011	76	173.1
Argentina	Amerika	2012	76.2	181.9
Argentina	Amerika	2013	76.3	187.8
Argentina	Amerika	2014	76.5	187.8
Argentina	Amerika	2015	76.5	191.2
Argentina	Amerika	2016	76.2	190.1
Argentina	Amerika	2017	76.3	188.5
Argentina	Amerika	2018	76.5	185.9
Argentina	Amerika	2019	76.6	175.5
Argentina	Amerika	2020	74.6	164.8
Argentina	Amerika	2021	76.9	181.7
Brazil	Amerika	2010	73.8	399.4
Brazil	Amerika	2011	74	424.2
Brazil	Amerika	2012	74.3	444.5
Brazil	Amerika	2013	74.5	483
Brazil	Amerika	2014	74.8	505.2
Brazil	Amerika	2015	75	476.6
Brazil	Amerika	2016	75	440.8
Brazil	Amerika	2017	75.4	446.4
Brazil	Amerika	2018	75.7	427.6
Brazil	Amerika	2019	75.8	425.1
Brazil	Amerika	2020	73.6	390.5
Brazil	Amerika	2021	76.3	436.6
Chile	Amerika	2010	78.6	76.1
Chile	Amerika	2011	79	87
Chile	Amerika	2012	79.2	89.4
Chile	Amerika	2013	79.3	91.1
Chile	Amerika	2014	79.5	88.4
Chile	Amerika	2015	79.6	88.9
Chile	Amerika	2016	80	94.1
Chile	Amerika	2017	80	92.4
Chile	Amerika	2018	80.1	93
Chile	Amerika	2019	80.2	94.6
Chile	Amerika	2020	79.1	84.4
Chile	Amerika	2021	80.5	87
Meksiko	Amerika	2010	75.3	442.6
Meksiko	Amerika	2011	75.5	465.8
Meksiko	Amerika	2012	75.7	474
Meksiko	Amerika	2013	75.5	472.8
Meksiko	Amerika	2014	75.6	459.6
Meksiko	Amerika	2015	75.7	463.1
Meksiko	Amerika	2016	75.5	468.8
Meksiko	Amerika	2017	75.5	476.9
Meksiko	Amerika	2018	75.5	468.2
Meksiko	Amerika	2019	75.6	449.3
Meksiko	Amerika	2020	73	357.7
Meksiko	Amerika	2021	75.8	373.8
Kanada	Amerika	2010	81.6	546.3
Kanada	Amerika	2011	81.9	550.2
Kanada	Amerika	2012	82	546.5
Kanada	Amerika	2013	82.1	560.7
Kanada	Amerika	2014	82.2	566.4
Kanada	Amerika	2015	82.3	566.2
Kanada	Amerika	2016	82.3	547.7
Kanada	Amerika	2017	82.4	563.7
Kanada	Amerika	2018	82.2	573.5
Kanada	Amerika	2019	82.2	571.3
Kanada	Amerika	2020	81.5	517.3
Kanada	Amerika	2021	82.5	527.4
Venezuela	Amerika	2010	75.3	167.4
Venezuela	Amerika	2011	75.4	167.3
Venezuela	Amerika	2012	75.2	177.9
Venezuela	Amerika	2013	75.5	183.4
Venezuela	Amerika	2014	75.6	173.3
Venezuela	Amerika	2015	75.7	172.2
Venezuela	Amerika	2016	75.6	149.3
Venezuela	Amerika	2017	75.5	146.3
Venezuela	Amerika	2018	75.4	121.1
Venezuela	Amerika	2019	75	100.1
Venezuela	Amerika	2020	75.1	82.8
Venezuela	Amerika	2021	75.1	89.2
Iran	Timur Tengah	2010	75.5	504.8
Iran	Timur Tengah	2011	75.8	517
Iran	Timur Tengah	2012	76	522.7
Iran	Timur Tengah	2013	76.2	545.2
Iran	Timur Tengah	2014	76.5	557.2
Iran	Timur Tengah	2015	76.7	551
Iran	Timur Tengah	2016	77.1	569.8
Iran	Timur Tengah	2017	77.3	581.1
Iran	Timur Tengah	2018	77.6	606.1
Iran	Timur Tengah	2019	77.8	628.1
Iran	Timur Tengah	2020	76.2	645.4
Iran	Timur Tengah	2021	78.2	660.5
Iraq	Timur Tengah	2010	70.6	92.4
Iraq	Timur Tengah	2011	71	94.2
Iraq	Timur Tengah	2012	71.3	103.5
Iraq	Timur Tengah	2013	70.9	115.2
Iraq	Timur Tengah	2014	69.9	110.8
Iraq	Timur Tengah	2015	70.7	107
Iraq	Timur Tengah	2016	70.9	122
Iraq	Timur Tengah	2017	71.5	129
Iraq	Timur Tengah	2018	73.3	156.2
Iraq	Timur Tengah	2019	73.3	145.4
Iraq	Timur Tengah	2020	72.1	130
Iraq	Timur Tengah	2021	73.6	141
Kuwait	Timur Tengah	2010	80.1	87.4
Kuwait	Timur Tengah	2011	80.9	88.9
Kuwait	Timur Tengah	2012	81	92.2
Kuwait	Timur Tengah	2013	81.3	94.6
Kuwait	Timur Tengah	2014	81.6	96.3
Kuwait	Timur Tengah	2015	81.5	99.6
Kuwait	Timur Tengah	2016	81.6	97.8
Kuwait	Timur Tengah	2017	81.6	99.8
Kuwait	Timur Tengah	2018	81.6	101.9
Kuwait	Timur Tengah	2019	81.5	103.7
Kuwait	Timur Tengah	2020	81.2	95.9
Kuwait	Timur Tengah	2021	81.7	103.1
Oman	Timur Tengah	2010	70.4	49
Oman	Timur Tengah	2011	70.8	52.2
Oman	Timur Tengah	2012	71.5	57.6
Oman	Timur Tengah	2013	71.9	65.7
Oman	Timur Tengah	2014	72.3	65.2
Oman	Timur Tengah	2015	72.4	68.7
Oman	Timur Tengah	2016	72.6	69.1
Oman	Timur Tengah	2017	72.9	74.3
Oman	Timur Tengah	2018	73.6	76.2
Oman	Timur Tengah	2019	74	76.1
Oman	Timur Tengah	2020	72.7	73.1
Oman	Timur Tengah	2021	74.4	82.1
Qatar	Timur Tengah	2010	73.4	62.2
Qatar	Timur Tengah	2011	73.9	74.2
Qatar	Timur Tengah	2012	74.3	89.2
Qatar	Timur Tengah	2013	74.7	99.6
Qatar	Timur Tengah	2014	74.9	109.6
Qatar	Timur Tengah	2015	75.5	123.3
Qatar	Timur Tengah	2016	75.7	123.1
Qatar	Timur Tengah	2017	75.9	115.7
Qatar	Timur Tengah	2018	76.1	119
Qatar	Timur Tengah	2019	76.3	124.8
Qatar	Timur Tengah	2020	76.2	107.6
Qatar	Timur Tengah	2021	76.5	115.3
Arab Saudi	Timur Tengah	2010	71.8	472
Arab Saudi	Timur Tengah	2011	72.2	499.8
Arab Saudi	Timur Tengah	2012	72.6	525
Arab Saudi	Timur Tengah	2013	72.9	534.1
Arab Saudi	Timur Tengah	2014	73.2	573.3
Arab Saudi	Timur Tengah	2015	73.3	591.2
Arab Saudi	Timur Tengah	2016	73.7	618.5
Arab Saudi	Timur Tengah	2017	74	608.1
Arab Saudi	Timur Tengah	2018	74.3	604.5
Arab Saudi	Timur Tengah	2019	74.5	582.2
Arab Saudi	Timur Tengah	2020	74.3	569.2
Arab Saudi	Timur Tengah	2021	74.8	575.3
Mesir	Afrika	2010	69.4	184.2
Mesir	Afrika	2011	69.6	192.5
Mesir	Afrika	2012	69.7	199.6
Mesir	Afrika	2013	70.1	201.3
Mesir	Afrika	2014	70.3	200
Mesir	Afrika	2015	69.9	203
Mesir	Afrika	2016	70.2	215.4
Mesir	Afrika	2017	70.5	220.3
Mesir	Afrika	2018	70.7	217.7
Mesir	Afrika	2019	71	223.8
Mesir	Afrika	2020	71	203.3
Mesir	Afrika	2021	71.3	219.6
Maroko	Afrika	2010	71.9	49.1
Maroko	Afrika	2011	72.1	52.9
Maroko	Afrika	2012	72.3	53.9
Maroko	Afrika	2013	72.1	54.3
Maroko	Afrika	2014	72.3	56.5
Maroko	Afrika	2015	72.5	56.7
Maroko	Afrika	2016	72.8	57.1
Maroko	Afrika	2017	72.9	60.1
Maroko	Afrika	2018	73.1	61.7
Maroko	Afrika	2019	73.3	67.8
Maroko	Afrika	2020	73	62.1
Maroko	Afrika	2021	73.8	68.9
Afrika Selatan	Afrika	2010	57.1	474.9
Afrika Selatan	Afrika	2011	58.7	466.3
Afrika Selatan	Afrika	2012	60.1	462.1
Afrika Selatan	Afrika	2013	61.3	462.8
Afrika Selatan	Afrika	2014	61.8	467.2
Afrika Selatan	Afrika	2015	62.3	455.1
Afrika Selatan	Afrika	2016	62.7	473.9
Afrika Selatan	Afrika	2017	63.2	469.9
Afrika Selatan	Afrika	2018	64.4	451.7
Afrika Selatan	Afrika	2019	65.1	473.7
Afrika Selatan	Afrika	2020	64.3	437.2
Afrika Selatan	Afrika	2021	65.6	438.9
Kenya	Afrika	2010	61.2	76.3
Kenya	Afrika	2011	62	80.2
Kenya	Afrika	2012	62.6	81
Kenya	Afrika	2013	63.2	89.9
Kenya	Afrika	2014	63.8	100.7
Kenya	Afrika	2015	64.4	104.7
Kenya	Afrika	2016	65.1	103.3
Kenya	Afrika	2017	65.7	111.9
Kenya	Afrika	2018	66.1	117.5
Kenya	Afrika	2019	66.5	115.1
Kenya	Afrika	2020	66.4	102.9
Kenya	Afrika	2021	67	110.5
Afrika Tengah	Afrika	2010	47.8	36.9
Afrika Tengah	Afrika	2011	48.3	39.3
Afrika Tengah	Afrika	2012	48.8	43.3
Afrika Tengah	Afrika	2013	47.5	48.7
Afrika Tengah	Afrika	2014	47.5	51.1
Afrika Tengah	Afrika	2015	49.7	50.7
Afrika Tengah	Afrika	2016	50.3	50
Afrika Tengah	Afrika	2017	50.4	47.5
Afrika Tengah	Afrika	2018	51.5	47.9
Afrika Tengah	Afrika	2019	52.4	48.4
Afrika Tengah	Afrika	2020	52.4	45.6
Afrika Tengah	Afrika	2021	53.1	49.7
Nigeria	Afrika	2010	59.6	94.6
Nigeria	Afrika	2011	60.2	103.5
Nigeria	Afrika	2012	60.7	107.4
Nigeria	Afrika	2013	61.2	109.2
Nigeria	Afrika	2014	61.6	110.9
Nigeria	Afrika	2015	62.1	126.5
Nigeria	Afrika	2016	62.7	130.4
Nigeria	Afrika	2017	63.3	139.5
Nigeria	Afrika	2018	63.8	156.7
Nigeria	Afrika	2019	64.3	159.8
Nigeria	Afrika	2020	64.5	161.6
Nigeria	Afrika	2021	65.1	174.8
Australia	Asia Pasifik	2010	82.1	402
Australia	Asia Pasifik	2011	82.3	406.8
Australia	Asia Pasifik	2012	82.6	398.1
Australia	Asia Pasifik	2013	82.7	395
Australia	Asia Pasifik	2014	82.7	398.5
Australia	Asia Pasifik	2015	82.7	407.2
Australia	Asia Pasifik	2016	83	405.6
Australia	Asia Pasifik	2017	83	403.7
Australia	Asia Pasifik	2018	82.9	401.5
Australia	Asia Pasifik	2019	82.9	406.6
Australia	Asia Pasifik	2020	82.9	378.2
Australia	Asia Pasifik	2021	83.2	369.4
Indonesia	Asia Pasifik	2010	69.3	432.9
Indonesia	Asia Pasifik	2011	69.6	470.6
Indonesia	Asia Pasifik	2012	69.8	489.5
Indonesia	Asia Pasifik	2013	70	460.6
Indonesia	Asia Pasifik	2014	70.2	469
Indonesia	Asia Pasifik	2015	70.4	489
Indonesia	Asia Pasifik	2016	70.7	487.8
Indonesia	Asia Pasifik	2017	70.9	514.6
Indonesia	Asia Pasifik	2018	71.1	565.6
Indonesia	Asia Pasifik	2019	71.4	613.2
Indonesia	Asia Pasifik	2020	71.4	560.8
Indonesia	Asia Pasifik	2021	71.8	572.5
Korea Selatan	Asia Pasifik	2010	80.8	586.9
Korea Selatan	Asia Pasifik	2011	81.2	613.7
Korea Selatan	Asia Pasifik	2012	81.5	612.6
Korea Selatan	Asia Pasifik	2013	81.9	620
Korea Selatan	Asia Pasifik	2014	82.3	615
Korea Selatan	Asia Pasifik	2015	82.6	622.8
Korea Selatan	Asia Pasifik	2016	82.8	633.2
Korea Selatan	Asia Pasifik	2017	82.9	641.8
Korea Selatan	Asia Pasifik	2018	82.9	659.1
Korea Selatan	Asia Pasifik	2019	82.9	635.3
Korea Selatan	Asia Pasifik	2020	82.8	588.8
Korea Selatan	Asia Pasifik	2021	83.2	603.8
Malaysia	Asia Pasifik	2010	74.4	214
Malaysia	Asia Pasifik	2011	74.6	209.8
Malaysia	Asia Pasifik	2012	74.8	227.7
Malaysia	Asia Pasifik	2013	75.3	234.1
Malaysia	Asia Pasifik	2014	75.1	243.1
Malaysia	Asia Pasifik	2015	75	247.1
Malaysia	Asia Pasifik	2016	75	252.6
Malaysia	Asia Pasifik	2017	75.1	241.2
Malaysia	Asia Pasifik	2018	75.2	251.1
Malaysia	Asia Pasifik	2019	75	256.9
Malaysia	Asia Pasifik	2020	75.1	240.6
Malaysia	Asia Pasifik	2021	75.3	238.6
Selandia Baru	Asia Pasifik	2010	80.9	34.4
Selandia Baru	Asia Pasifik	2011	80.9	34.4
Selandia Baru	Asia Pasifik	2012	81.2	36
Selandia Baru	Asia Pasifik	2013	81.5	35.6
Selandia Baru	Asia Pasifik	2014	81.5	35.6
Selandia Baru	Asia Pasifik	2015	81.7	36.2
Selandia Baru	Asia Pasifik	2016	81.9	35.5
Selandia Baru	Asia Pasifik	2017	82	37.6
Selandia Baru	Asia Pasifik	2018	81.8	37.4
Selandia Baru	Asia Pasifik	2019	81.8	38.5
Selandia Baru	Asia Pasifik	2020	81.8	33.4
Selandia Baru	Asia Pasifik	2021	82.1	32.7
Pakistan	Asia Pasifik	2010	63.3	146.1
Pakistan	Asia Pasifik	2011	63.6	145.2
Pakistan	Asia Pasifik	2012	63.8	144.6
Pakistan	Asia Pasifik	2013	64	145.3
Pakistan	Asia Pasifik	2014	64.2	151.7
Pakistan	Asia Pasifik	2015	64.4	160.3
Pakistan	Asia Pasifik	2016	64.7	176.5
Pakistan	Asia Pasifik	2017	64.9	188.7
Pakistan	Asia Pasifik	2018	65.5	196.9
Pakistan	Asia Pasifik	2019	65.9	207.1
Pakistan	Asia Pasifik	2020	65.9	206.3
Pakistan	Asia Pasifik	2021	66.2	226.4
Azerbaijan	CIS	2010	69	24.9
Azerbaijan	CIS	2011	69.2	28.6
Azerbaijan	CIS	2012	69.5	29.6
Azerbaijan	CIS	2013	69.7	30.3
Azerbaijan	CIS	2014	69.9	31
Azerbaijan	CIS	2015	70.2	33.6
Azerbaijan	CIS	2016	70.3	33.1
Azerbaijan	CIS	2017	70.4	32
Azerbaijan	CIS	2018	70.8	33.5
Azerbaijan	CIS	2019	71	34.4
Azerbaijan	CIS	2020	70.4	33.7
Azerbaijan	CIS	2021	71.2	35.3
Belarus	CIS	2010	70.6	62.4
Belarus	CIS	2011	70.5	59.3
Belarus	CIS	2012	72.3	60.8
Belarus	CIS	2013	72.8	60.2
Belarus	CIS	2014	73.1	59.2
Belarus	CIS	2015	73.7	54.9
Belarus	CIS	2016	73.8	55
Belarus	CIS	2017	73.8	55.7
Belarus	CIS	2018	74	60.6
Belarus	CIS	2019	74	60.9
Belarus	CIS	2020	73.5	56.1
Belarus	CIS	2021	74.3	57.2
Kazakhstan	CIS	2010	67.6	178.6
Kazakhstan	CIS	2011	68.1	202
Kazakhstan	CIS	2012	68.6	212
Kazakhstan	CIS	2013	69.4	211.9
Kazakhstan	CIS	2014	70.1	214.7
Kazakhstan	CIS	2015	70.6	202.2
Kazakhstan	CIS	2016	71.1	204
Kazakhstan	CIS	2017	71.5	214.2
Kazakhstan	CIS	2018	71.7	238.5
Kazakhstan	CIS	2019	71.9	235
Kazakhstan	CIS	2020	71.2	221.2
Kazakhstan	CIS	2021	72.3	219.4
Rusia	CIS	2010	68.8	1492.4
Rusia	CIS	2011	70	1558.8
Rusia	CIS	2012	70.5	1572.4
Rusia	CIS	2013	70.9	1538.8
Rusia	CIS	2014	71	1539.8
Rusia	CIS	2015	71.5	1507
Rusia	CIS	2016	72	1520.5
Rusia	CIS	2017	72.9	1507.8
Rusia	CIS	2018	73	1564.7
Rusia	CIS	2019	73	1548.8
Rusia	CIS	2020	71.2	1456.2
Rusia	CIS	2021	73.3	1581.3
Turkmenistan	CIS	2010	69.5	54.3
Turkmenistan	CIS	2011	69.6	59.9
Turkmenistan	CIS	2012	69.8	65.2
Turkmenistan	CIS	2013	69.8	58.3
Turkmenistan	CIS	2014	69.9	60.5
Turkmenistan	CIS	2015	70	71.5
Turkmenistan	CIS	2016	70.3	70.9
Turkmenistan	CIS	2017	70.5	70.2
Turkmenistan	CIS	2018	70.6	77.6
Turkmenistan	CIS	2019	70.8	84.1
Turkmenistan	CIS	2020	70.9	79.2
Turkmenistan	CIS	2021	71.1	94.3
Uzbekistan	CIS	2010	66.5	106.1
Uzbekistan	CIS	2011	66.6	113.4
Uzbekistan	CIS	2012	66.7	109.8
Uzbekistan	CIS	2013	67	111.1
Uzbekistan	CIS	2014	67.2	114.4
Uzbekistan	CIS	2015	67.3	108.8
Uzbekistan	CIS	2016	67.6	104.1
Uzbekistan	CIS	2017	67.8	106.9
Uzbekistan	CIS	2018	68.1	109.7
Uzbekistan	CIS	2019	68.4	109.5
Uzbekistan	CIS	2020	68.4	108.3
Uzbekistan	CIS	2021	68.7	112.3
